Patient_ID,Path,Tumor_Label,Set
Image_032_N,half_crop/Normal/Image_032_Normal_0000140.jpg,Normal,TRAIN
Image_032_N,half_crop/Normal/Image_032_Normal_0000141.jpg,Normal,TRAIN
Image_032_N,half_crop/Normal/Image_032_Normal_0000142.jpg,Normal,TRAIN
Image_032_N,half_crop/Normal/Image_032_Normal_0000143.jpg,Normal,TRAIN
Image_032_N,half_crop/Normal/Image_032_Normal_0000144.jpg,Normal,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000145.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000146.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000147.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000148.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000149.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000150.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000151.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000152.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000153.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000154.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000155.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000156.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000157.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000158.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000159.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000160.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000161.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000162.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000163.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000164.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000165.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000166.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000167.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000168.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000169.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000170.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000171.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000172.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000173.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000174.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000175.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000176.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000177.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000178.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000179.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000180.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000181.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000182.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000183.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000184.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000185.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000186.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000187.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000188.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000189.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000190.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000191.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000192.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000193.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000194.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000195.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000196.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000197.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000198.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000199.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000200.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000201.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000202.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000203.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000204.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000205.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000206.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000207.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000208.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000209.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000210.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000211.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000212.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000213.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000214.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000215.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000216.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000217.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000218.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000219.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000220.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000221.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000222.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000223.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000224.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000225.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000226.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000227.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000228.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000229.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000230.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000231.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000232.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000233.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000234.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000235.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000236.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000237.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000238.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000239.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000240.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000241.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000242.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000243.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000244.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000245.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000246.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000247.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000248.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000249.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000250.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000251.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000252.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000253.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000254.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000255.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000256.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000257.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000258.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000259.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000260.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000261.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000262.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000263.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000264.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000265.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000266.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000267.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000268.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000269.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000270.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000271.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000272.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000273.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000274.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000275.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000276.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000277.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000278.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000279.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000280.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000281.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000282.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000283.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000284.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000285.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000286.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000287.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000288.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000289.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000290.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000291.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000292.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000293.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000294.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000295.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000296.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000297.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000298.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000299.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000300.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000301.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000302.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000303.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000304.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000305.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000306.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000307.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000308.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000309.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000310.jpg,Tumor,TRAIN
Image_032_T,half_crop/Tumor/Image_032_Tumor_0000311.jpg,Tumor,TRAIN
